latitude,longitude,nearest_airport_distance
37.1685907,-113.6794056,21023.2648219437
41.0284304,-74.2959822,14760.4904932035
42.9620253,-72.4423101,15671.2507622922
44.2278666,-79.46145,15645.072751971
40.153364,-76.604252,979.157710995147
43.2122851,-77.4299938,15442.5711801906
37.2584705,-79.9622598,7551.93063050984
43.6703995,-121.5036359,53118.7877153123
45.5919097,-94.166101,9692.07407974827
33.6783336,-118.0000165,7718.27090353988
43.857307,-70.1037599,13810.9122052132
43.5499749,-96.7003269,4894.19588059715
34.0778881,-83.5615535,10906.6057775331
44.5393721,-95.1164477,2846.06115298426
39.1659403,-77.0155329,12989.019819024
44.395523,-68.0836489,11250.1583994917
39.127886,-76.6869129,5527.9789035029
33.5965685,-117.6594049,9598.208644746
32.4446988,-111.215709,3913.19545513052
42.988576,-81.2466429,743.432108836583
40.41483,-74.229589,11662.9687315546
39.6296809,-79.9559436,3703.57793535529
37.9254806,-122.5274754,5381.11626735688
41.3547602,-87.1294741,13534.0657776099
39.0840054,-77.1527572,392.311981795636
47.9394115,-122.0779886,4300.87167718706
33.9748932,-118.0336974,12380.2938188707
36.9735903,-122.0260569,21418.1969895692
43.6796943,-70.4429341,11388.9921108198
39.9523993,-75.1635898,1613.39454560208
36.354859,-79.6644749,37670.8237849753
37.9373548,-79.2328101,29705.8735676282
37.3569086,-77.4421817,9173.12526518729
37.7594012,-77.4806602,60.6674158548713
33.857328,-84.0199107,14455.8074106223
41.6745432,-72.8581557,1733.85169008142
36.5817089,-86.5163832,43475.478822689
33.5389854,-112.1858156,10220.2279575428
33.8360035,-79.0478142,6928.99443548069
34.1083449,-117.2897651,2102.10929629931
42.9783924,-78.7997615,6934.60417582511
40.854156,-78.2711029,15834.3611722127
40.2203907,-74.0120816,30929.899184899
47.8105738,-122.3774951,10821.717574409
31.1975317,-89.2078257,8625.51866321045
38.515529,-121.5321489,3426.92052724358
37.8403456,-85.9491297,7700.37126115385
30.7999563,-81.689826,30288.8958266759
29.9057817,-96.6727527,45194.5550967191
40.0057737,-81.0097515,36234.2595155784
39.2864787,-80.256198,2669.84259479301
38.223457,-122.227043,4855.03318187586
38.8339578,-104.8253484,11231.4716324178
43.1089442,-79.0636192,15.8472792924921
39.2797699,-89.8817661,45618.8239968829
38.2493581,-122.0399662,9985.69076809014
39.6482059,-104.987964,11732.5233325308
37.0066161,-121.9969062,20023.5110207934
43.6155825,-84.2472116,5376.49702351674
42.7151854,-88.9907742,11352.4160822751
41.623191,-88.2284325,11146.3775626016
43.1358923,-122.3804695,49456.960014795
59.76826,-151.6775519,16616.2983118551
39.9555928,-86.0138728,3494.25211433487
43.3896628,-123.3123597,75571.930479907
37.1236041,-81.5684128,37284.6211764185
42.5959203,-72.2267496,33863.8022859623
38.223457,-122.227043,4855.03318187586
37.9814415,-90.0417789,65303.156412531
27.77330515,-82.6469933,3.10565876347997
37.8286516,-92.2007226,11035.8649122698
41.8674548,-71.3797769,3899.99249135583
39.473152,-75.0020264,13188.9153645245
44.588511,-69.5990749,33727.7834104058
33.94385375,-83.3972898,6576.77238333061
31.2579584,-95.9782919,66426.5110107373
35.5848596,-80.8100723,23769.5248637979
39.063956,-108.5507316,1710.14234941407
43.8088119,-79.2334018,4823.18594586587
27.77330515,-82.6469933,3.10565876347997
40.7250986,-73.2453945,10061.1199218635
40.1672117,-105.1019286,17721.1529425567
47.7573202,-122.2440147,1156.04018493758
20.8029568,-156.3106832,16352.615605379
40.6022059,-75.4712793,841.604369097486
30.2265949,-93.2173758,11201.4842739987
40.956282,-96.7834109,11895.4411402641
34.0349194,-102.8149371,49771.7923305282
43.085391,-77.9417139,19320.6497560199
41.4459271,-74.422934,3047.73421671102
35.2270869,-80.8431267,2438.48237402901
28.1614046,-81.6017416,18485.0222734605
42.2575385,-83.2110374,6172.76294212736
41.4860186,-73.0509431,7075.11028676188
27.0998708,-82.4544131,3443.94235726491
45.5469302,-122.4370392,2822.89528365835
33.4473361,-84.1468615,9246.10654957138
44.490817,-103.8593699,6177.33512470308
33.9732275,-78.385837,8599.41226617471
40.64530975,-73.9550229,4073.82713394034
47.1377,-122.4764999,38.0115928063202
38.3565773,-121.9877443,11720.232116472
40.785529,-74.0083002,2132.6205613763
38.8843867,-94.8161126,7942.11066901775
33.6723506,-82.8612562,35692.3383954573
27.6387163,-80.3975398,2750.22450549102
38.8611619,-86.4872148,33628.3737433605
39.5158825,-116.8537226,117095.691014952
27.928464,-82.2880445,11057.9851718295
29.10150985,-81.0105537,7873.04686403229
33.8358492,-118.3406287,3612.90970078749
40.1672117,-105.1019286,17721.1529425567
27.8002542,-97.3955743,10920.2804874921
32.598313,-83.6256769,5627.11114378512
47.5395736,-122.156333,6847.70942563156
36.069026,-79.4005759,7068.04874463977
38.9786401,-76.4927859,962.814034579174
36.6600752,-100.679207,49538.5190519244
27.9094665,-82.7873243,7996.32688472805
40.55418,-74.2860007,767.006402966783
40.55418,-74.2860007,767.006402966783
28.06906015,-82.6501914,14812.2551679751
35.824321,-78.3147199,30239.4541652536
39.3720477,-77.2719278,13762.0935342621
39.063956,-108.5507316,1710.14234941407
38.8339578,-104.8253484,11231.4716324178
30.4263092,-88.8908637,3674.34868614572
40.3159438,-74.0851403,22260.3896125432
45.4871723,-122.8037803,10945.9245581834
43.286736,-76.1460359,19805.0149298726
33.1580933,-117.3505938,4825.54708533564
35.0537094,-94.6235578,3580.45401081834
33.436188,-111.5860661,13464.6403178239
43.9172764,-78.8614873,2756.36248375892
27.9094665,-82.7873243,7996.32688472805
41.34059,-87.6214285,22950.6693747755
37.1330355,-113.6541265,16699.4008680295
37.1330355,-113.6541265,16699.4008680295
37.5455735,-97.268933,8496.72038360299
32.3026416,-86.0085693,26717.0036068307
42.8384221,-71.1470036,13631.3908729339
40.64530975,-73.9550229,4073.82713394034
28.7211775,-82.3076844,30429.3462853656
39.60455,-76.4777421,23991.7338089036
34.2978794,-83.8240662,2870.27750550764
32.7174209,-117.1627713,549.50806910234
43.59622635,-70.3300556,5808.78891325537
46.8083268,-100.7837391,4898.9958824046
24.7209744,-81.0186826,3357.00111034961
48.4283327,-123.3649268,179.25237514438
33.5726113,-84.4132593,7265.81485993022
33.3578937,-91.8504083,32582.1370426135
34.364744,-119.3105822,9766.57052291192
33.7237617,-116.2673236,2833.50186514541
37.3265112,-80.7350711,41985.5019828399
30.38208845,-86.3640414,10511.2241007438
21.304547,-157.8556763,1102.07716673754
34.1508718,-118.4489864,7569.48457909488
34.1816482,-118.3258553,3716.51811604398
33.1976496,-96.615447,3199.3286464043
43.61656,-116.2008349,6075.22246594144
39.7989763,-89.6443687,713.351545076363
37.3361905,-121.8905832,1266.07168024707
35.4959148,-89.5089637,36255.7643087405
40.8,-96.6678209,4263.0314102651
44.2127373,-91.123762,38643.9819710893
37.2634817,-78.6825049,32561.7240017741
27.7729445,-82.3981418,14800.7170110605
40.7670126,-111.8904307,7755.94208552813
33.6956461,-78.8900408,3963.48876394794
45.3573429,-122.6067582,17719.0890162371
33.1433723,-117.1661448,10744.8704052675
38.577359,-92.1724264,2096.08498988333
48.4283327,-123.3649268,179.25237514438
26.5253491,-80.0664308,3201.98610061835
27.928464,-82.2880445,11057.9851718295
28.2336196,-82.1811946,2553.21136164479
37.9317492,-122.0327847,6792.14715957673
38.658172,-77.2497049,181.144075489986
39.9555928,-86.0138728,3494.25211433487
38.2542376,-85.7594069,8863.19811639198
38.658172,-77.2497049,181.144075489986
45.1607987,-93.2349488,2551.5452749815
44.205835,-73.2465359,16522.4465168261
42.1014831,-72.5898109,569.712130166713
33.3806716,-84.7996572,127.64136052544
27.9094665,-82.7873243,7996.32688472805
26.6058996,-81.9807339,11686.4594060081
37.6922361,-97.3375447,9648.81084073267
40.1539613,-79.7411534,19520.7934235799
41.8448104,-75.0071096,58391.5374488012
39.9622601,-83.0007064,10098.1525263804
43.5499749,-96.7003269,4894.19588059715
35.4306712,-82.5012315,3730.87433920521
45.7874957,-108.4960699,4280.79065110192
45.7874957,-108.4960699,4280.79065110192
40.3972892,-81.5620642,14582.7411058079
40.5728404,-81.0856531,30459.9288142949
37.0300969,-76.3452056,6033.04521743065
36.1622296,-86.774353,40.7402244164834
43.1033619,-70.7851622,4200.92596801075
40.2790921,-80.1017976,16805.4206918052
40.85703325,-73.83669606,3337.63156793536
40.7305991,-73.9865811,440.000742102201
43.39008,-71.0657499,16162.9705657676
33.870413,-117.9962164,1508.93394610055
39.3292396,-82.1012554,17292.9922877134
42.7262016,-71.1908923,5610.00723827286
46.2631897,-119.4878019,23993.7398064047
44.5229223,-89.5741109,4270.63784270966
35.9556924,-80.0053175,16963.2476467672
43.6678736,-116.6894155,39314.9106350985
36.6600752,-100.679207,49538.5190519244
47.32121,-106.9104609,101651.074863809
36.3487196,-82.2106875,4175.9441241272
40.5882821,-79.7298186,8315.42335608289
33.778562,-117.0357665,23466.3813692576
43.5737361,-116.5596312,27171.1490539338
44.0206919,-88.5408573,4241.5415606994
39.6329025,-106.4711837,38142.5969072445
44.156593,-68.6672969,19121.7642930502
38.4087993,-121.3716177,15659.0115223614
31.9678731,-110.2945759,42489.9418023034
42.8095455,-74.0216719,6458.38625149393
42.988576,-81.2466429,743.432108836583
43.7068282,-116.6201356,35708.7716262146
37.6456488,-84.7721822,45899.1123544293
45.0759797,-93.4561051,8184.88476518077
34.4742786,-114.3440009,10103.8134582987
33.34883,-112.4912299,13489.8039386427
45.2942822,-123.1764948,11562.8495081198
45.5372449,-122.4178386,1885.27697230521
46.4385488,-87.2793086,12994.7706229917
51.1777781,-115.5682503,3770.83676983022
27.7458626,-81.5306312,17219.2364467311
39.3851791,-74.6756877,11692.731380854
42.6109085,-122.8218511,26682.781490788
44.2597027,-88.8648343,14817.8399741104
44.7927298,-89.7035958,3359.78228172382
36.5277607,-87.3588702,11618.8574453104
46.2778406,-119.2769066,12238.2153508523
41.5255466,-90.5081477,8576.78185460699
33.4485866,-112.0773455,6274.78433589844
45.5202471,-122.6741948,995.327296095545
44.5229223,-89.5741109,4270.63784270966
47.6038321,-122.3300623,590.130603619502
53.201097,-105.7489009,5266.61432644113
44.5229223,-89.5741109,4270.63784270966
41.7729107,-88.1478669,782.123542278166
43.9680365,-88.9434476,31011.3785012904
35.91537,-94.9699559,23587.4467676856
33.5389854,-112.1858156,10220.2279575428
40.0386822,-81.444562,13373.8445292035
34.3764923,-88.68172,14536.4876755145
45.5202471,-122.6741948,995.327296095545
45.5228939,-122.9898269,3666.77248281333
33.888658,-118.3076479,4563.8815320917
40.1672117,-105.1019286,17721.1529425567
28.9005446,-81.2636737,13922.0987635902
41.1158475,-98.0017248,30674.2630736669
32.8629195,-96.97917017,6669.0196291606
30.3321838,-81.6556509,7523.29348918568
42.81032,-89.8622148,31105.2295798077
39.9622601,-83.0007064,10098.1525263804
33.0206179,-80.1747536,18486.3154450914
44.3735635,-89.03185979,4583.61566824711
36.145965,-81.16064,10224.2753458019
43.8356637,-79.0905385,14770.0024844468
36.7295295,-119.7088612,5258.8489530593
33.5389854,-112.1858156,10220.2279575428
43.71558845,-73.30815198,35558.7246873302
40.3089798,-76.5933012,14152.0883646346
38.6560565,-90.5742028,6796.09902598837
26.2714628,-80.18180782,4691.84686700463
38.5167886,-76.3830045,25813.8772307535
45.4210328,-75.6900218,1430.73531027311
43.894974,-96.9264449,37869.9965329765
39.6283928,-84.1593817,7127.5312142875
32.9478267,-112.7168238,3802.43565571065
32.4078632,-87.0207472,7389.56849646889
55.171025,-118.7951659,5792.01731776568
38.049365,-122.1585776,11111.692368564
40.4211798,-79.7881024,3675.89435772574
39.0398314,-77.0552554,2929.26814979442
41.3516628,-88.8454359,25709.5308437453
41.4039201,-88.1117241,13678.4979526954
41.8460964,-94.4299693,72600.4794752571
42.9632405,-85.6678638,14968.8524633583
37.9577016,-121.2907795,8452.87280527355
35.7564719,-83.9704592,6431.72447191745
36.1986898,-84.0371391,29979.8689664452
47.3075369,-122.2301807,16076.9742602215
39.2908816,-76.6107589,1230.38799025604
39.3826031,-77.2694277,13286.3049764439
38.6560565,-90.5742028,6796.09902598837
42.1816919,-87.8003437,175.451672515788
28.0836269,-80.6081088,4230.4130397819
33.5389854,-112.1858156,10220.2279575428
35.9940329,-78.8986189,811.760626946402
33.3578937,-91.8504083,32582.1370426135
38.9848265,-77.0946458,5002.81737551723
36.5959685,-82.1885008,23750.4144939831
42.5704219,-114.460317,10123.3634906378
42.583645,-83.2454882,7160.97762031117
38.2542376,-85.7594069,8863.19811639198
40.6576022,-73.5831834,10262.2202869238
39.449556,-75.7163206,24772.0368304813
33.2442813,-86.8163772,8116.62306845327
44.0839937,-93.2261075,57399.0214978228
41.6791308,-93.0647785,41724.1958893655
61.2163129,-149.8948522,642.000393862294
38.0040893,-122.5496999,14345.5899958737
38.0040893,-122.5496999,14345.5899958737
35.7803977,-78.6390988,742.830122818917
33.4485866,-112.0773455,6274.78433589844
26.3586885,-80.0830983,3298.90732065227
40.7670126,-111.8904307,7755.94208552813
26.7153425,-80.0533745,949.243302001964
42.7653662,-71.4675659,4266.58660354356
30.4115881,-88.53446,37435.9572620173
38.4570355,-101.8185006,5996.33393082673
44.9482087,-123.0629462,3274.96528054191
44.9958075,-123.0197172,7108.7124717263
37.5803268,-88.4361546,54265.7657951291
42.5250906,-71.7597939,2298.70285726876
26.2378597,-80.1247666,1708.93928073222
40.282292,-104.7780808,21203.2445162698
35.2597222,-118.9142432,15159.0677964974
44.9958075,-123.0197172,7108.7124717263
42.7300784,-73.7012298,8460.75725827433
33.1958696,-117.3794833,372.741786725042
42.360816,-93.0996463,61450.9776847745
42.360816,-93.0996463,61450.9776847745
44.9099665,-90.315691,31996.3047904096
35.8732914,-85.0953336,8733.89604161059
55.100373,-105.3012079,6204.45600227756
36.8529841,-75.9774182,6154.7246252972
32.7425516,-117.0314171,10845.5629082541
39.7683331,-86.1583501,594.854568377451
38.8339578,-104.8253484,11231.4716324178
39.7683331,-86.1583501,594.854568377451
33.5389854,-112.1858156,10220.2279575428
33.5389854,-112.1858156,10220.2279575428
33.4485866,-112.0773455,6274.78433589844
33.5389854,-112.1858156,10220.2279575428
33.4485866,-112.0773455,6274.78433589844
32.8465405,-97.06673619,6206.54242972753
37.3361905,-121.8905832,1266.07168024707
40.1943798,-80.254125,32775.1559697163
48.1810957,-122.1389547,2714.38723299213
41.2378345,-80.6642431,2832.88785470003
44.8838514,-94.0416388,46556.6803700833
45.3513545,-89.6665189,34808.9492890371
33.5389854,-112.1858156,10220.2279575428
33.7237617,-116.2673236,2833.50186514541
52.1303794,-106.6605123,5245.88582941961
52.1303794,-106.6605123,5245.88582941961
33.9318775,-117.9461073,7281.43558775127
35.3501426,-80.2000577,8653.11392393219
44.006085,-97.1139499,40848.3388120011
47.6588603,-117.4247133,746.880654754022
37.9735346,-122.5310873,10694.5419194679
41.8755546,-87.6244211,177.197385367032
47.6859573,-122.1920248,3294.09690913635
33.0206179,-80.1747536,18486.3154450914
52.1303794,-106.6605123,5245.88582941961
54.061971,-124.5549847,14961.2401769745
46.5927122,-112.0361089,4354.21227802181
41.5758708,-87.1761454,12154.5727258697
42.5250906,-71.7597939,2298.70285726876
42.3486635,-83.0567374,2517.79597934598
33.7494951,-117.8732212,6068.03110737176
45.0049305,-122.7832946,20307.142079872
41.0413873,-83.6503981,3464.06428638381
39.0911161,-94.4155067,14740.0566039557
39.0911161,-94.4155067,14740.0566039557
33.3401005,-104.5233016,4345.08699698043
39.766098,-105.0772062,6753.67127372166
28.3361142,-82.2745307,16111.212741656
34.2257282,-77.9447106,6321.63683986244
36.3274502,-119.6456843,22684.1211140647
43.622111,-116.2381786,6539.8744348115
43.4591601,-88.7342713,39990.4409355452
53.5343609,-113.5065084,4352.31737362652
36.1556805,-95.9929112,10550.4766613341
38.9959081,-77.0288917,311.648120643844
46.0649999,-118.3302783,4661.97765512056
47.6694141,-122.1238766,2317.45080088956
34.9020296,-84.0774117,27651.430539703
43.61656,-116.2008349,6075.22246594144
36.1729031,-85.9299965,38215.4979848844
33.1584497,-86.2385845,6409.81669894324
40.2667588,-76.1154996,17817.0456061378
39.52927,-119.8136743,189.066978902954
39.3562796,-121.2791272,28035.2845778582
48.0074736,-121.7304881,30013.4277030453
46.8772292,-96.7898209,5227.16638129549
34.2011156,-118.5364741,4386.66907586842
34.2875607,-118.5528384,5777.04281483872
43.9680365,-88.9434476,31011.3785012904
39.8939648,-85.9219416,11465.7854751336
46.075516,-97.1517549,97543.6881390518
40.5834557,-74.1496047,5667.91789321718
45.5202471,-122.6741948,995.327296095545
46.075516,-97.1517549,97543.6881390518
41.0586002,-94.3613474,78809.2255051858
34.364744,-119.3105822,9766.57052291192
30.1902067,-98.086678,20624.0181772535
38.8339578,-104.8253484,11231.4716324178
41.8891319,-87.9774853,807.846463075307
36.1662859,-115.1492249,563.251768706557
39.7942118,-91.5232105,32580.5766757355
34.096496,-83.7612838,15327.0110068479
40.4416941,-79.990086,523.874027225495
34.3157241,-78.224721,30047.489479022
43.3684613,-95.6299943,41347.041128684
43.2219088,-87.9822968,13114.1000366776
38.5379676,-75.0588645,27635.0320509273
34.871511,-118.2157747,14520.2479048795
41.7108662,-87.758108,1260.34248694632
42.3803676,-72.5231429,1136.34482953085
35.4798757,-79.1802993,33093.4047140188
42.8777882,-88.5862121,19609.5976857271
33.4359175,-112.340502,3620.28691830548
42.0144871,-86.5194653,14758.7456207452
37.471623,-121.1296948,23130.3552959264
28.6122187,-80.8075537,2955.19483011424
33.5091215,-111.8992364,12712.4934987631
42.4396039,-76.4968018,6533.14259615091
43.157285,-77.6152139,895.979903194765
38.4095298,-82.2945922,23472.7770964995
36.2942723,-82.4734785,20993.3870378162
35.5090288,-80.3111683,17806.0932779799
41.3831566,-71.6417289,14013.6699884803
35.189443,-114.0530064,202.492634422309
42.8808677,-71.3264491,10607.2123354313
64.837845,-147.7166749,4859.96156383773
38.9848265,-77.0946458,5002.81737551723
39.6048252,-76.8499774,27368.0864851644
40.7987113,-74.2390352,8130.83013882524
39.9523993,-75.1635898,1613.39454560208
39.606779,-75.8332719,9862.05116472956
42.6780726,-88.2762025,2716.14853671791
43.5499749,-96.7003269,4894.19588059715
31.9609032,-112.5840347,96249.470102447
42.9956397,-71.454789,7188.00578937631
34.0543942,-118.2439408,921.454389839066
42.6411908,-78.541731,31246.5263122016
32.7024009,-80.0481487,4242.02860304443
41.9239178,-89.0687073,30085.2294263244
39.92492,-74.1453549,21452.2892823961
38.4404675,-122.7144313,11489.0268230222
40.9180005,-111.87216,7120.69197841306
48.94584,-98.9959609,92800.3769553013
39.9622601,-83.0007064,10098.1525263804
29.4238472,-95.2441008,18057.5870284653
29.675779,-95.40215851,12393.5531855915
44.310517,-69.7792601,1823.35218239947
38.0272055,-84.5142633,8101.60972931756
40.0247953,-80.1000561,38477.2182644471
42.3604823,-71.0595677,548.051504653827
46.8257374,-71.2349113,1850.12701338795
42.1103686,-73.3551147,23629.7020765276
42.2792625,-71.4161719,6792.94215925109
34.1014112,-84.5192191,12248.5555671432
43.5892854,-79.6441645,5911.58502154345
42.7337712,-84.5553804,5138.04159850625
38.7497125,-120.5776644,15515.3711711674
45.7874957,-108.4960699,4280.79065110192
34.1028268,-118.3299898,10251.8996425514
39.841635,-74.93768531,10183.6296517001
33.4144139,-111.9094473,9781.90914317392
44.7321897,-92.4874123,46493.083762985
40.6460635,-111.497974,1496.80999716639
40.6096698,-111.939103,20164.9737648418
43.519629,-114.3153249,2304.18343299976
46.5927122,-112.0361089,4354.21227802181
35.2270869,-80.8431267,2438.48237402901
35.4350977,-83.3601541,23995.2172345113
36.3847464,-75.8286982,33962.4773898407
35.8223779,-78.1124912,20261.7745971174
42.3370414,-71.2092213,1664.18024728238
40.1223248,-96.2629021,47842.2513444417
33.561968,-86.7988139,4204.45722191901
34.162526,-112.8507373,22076.1270342549
38.9330077,-104.6080825,16290.2210202277
39.7211793,-82.2987614,42731.126820151
38.8445251,-82.1370888,41602.8806526003
40.7989522,-81.3784444,971.468920080914
40.6837121,-73.5101257,6953.66789179757
27.7903032,-97.6688842,16663.2158705322
40.8020712,-124.1636728,4272.57657232941
36.346325,-94.33285765,7543.21590087641
40.6014555,-79.7597708,5612.47198528001
40.8859326,-74.0434735,4246.98336084964
40.9598212,-72.9962147,5506.09739445464
43.5892854,-79.6441645,5911.58502154345
39.600618,-82.9460132,23782.6102241375
39.0437192,-77.4874898,7154.39729664326
40.2663107,-76.8861121,775.764950016315
26.1254381,-80.1381514,2.96099588633532
34.3516416,-87.7053802,44682.4000916178
33.778562,-117.0357665,23466.3813692576
41.6376043,-70.9036486,6163.00106535789
37.0065078,-121.5631722,18539.5816734643
40.1045549,-74.9512789,4790.02336282451
42.6511674,-73.7549679,1572.33818450575
29.675779,-95.40215851,12393.5531855915
40.7667655,-72.8520475,20439.4151348887
38.029306,-78.476678,1358.52894207257
40.3909328,-75.4921248,10562.5735186642
41.1408322,-96.2397417,27553.2351645088
30.8365815,-83.9787807,11795.7075685383
39.5960075,-74.32971056,26248.3253901283
50.5619196,-126.5825836,19266.4941271528
26.47036109,-81.76928287,7462.11409440074
38.8368777,-107.8568293,36553.1365110314
33.4144139,-111.9094473,9781.90914317392
34.0007493,-81.0343312,912.955815730519
36.0726355,-79.7919753,13370.611951266
26.63799875,-80.25590771,16723.3926480363
34.1976308,-119.1803817,2476.13322129925
33.94385375,-83.39728979,6576.77146285385
26.1254381,-80.1381514,2.96099588633532
28.3881698,-80.60326402,2628.20492318508
35.7331895,-81.3412005,4452.54350282588
35.9603948,-83.921026,4263.95700889154
42.7778056,-81.1822955,5906.22301336616
29.5688411,-97.9647268,30735.081593391
27.4953156,-82.7109328,19048.7504121625
47.9673056,-122.2013997,9069.20294944857
31.2232313,-85.3904888,12280.5909177509
34.0709576,-84.2747328,21892.4495920661
42.7337712,-84.5553804,5138.04159850625
33.778562,-117.0357665,23466.3813692576
41.5192189,-81.4578959,5632.67663151333
34.2367621,-84.490762,10506.3392198611
30.2265949,-93.2173758,11201.4842739987
32.7174209,-117.1627713,549.50806910234
42.7260523,-87.7825241,2882.91409968538
36.7170573,-109.6245141,60395.4141402632
47.19375545,-122.2358781,14979.7200641054
29.4238472,-95.2441008,18057.5870284653
36.8529841,-75.9774182,6154.7246252972
40.8042159,-82.1956858,12097.1071200599
39.7989763,-89.6443687,713.351545076363
35.3787442,-81.3789738,40348.5669015648
43.133061,-80.7498549,771.806529962928
